#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
BABAM2	CDC26	9606.ENSP00000343412	9606.ENSP00000363322	0	0	0	0	0	0	0.900	0	0.900
BABAM2	ANAPC15	9606.ENSP00000343412	9606.ENSP00000437360	0	0	0	0	0.049	0	0.900	0	0.900
BABAM2	CDC23	9606.ENSP00000343412	9606.ENSP00000378350	0	0	0	0	0.049	0.045	0.900	0	0.901
BABAM2	ANAPC10	9606.ENSP00000343412	9606.ENSP00000478501	0	0	0	0	0.054	0	0.900	0	0.901
BABAM2	CDC16	9606.ENSP00000343412	9606.ENSP00000348554	0	0	0	0	0.045	0.059	0.900	0.044	0.902
BABAM2	ANAPC7	9606.ENSP00000343412	9606.ENSP00000394394	0	0	0	0	0.063	0	0.900	0	0.902
BABAM2	UBE2C	9606.ENSP00000343412	9606.ENSP00000348838	0	0	0	0	0.055	0.075	0.900	0.047	0.905
BABAM2	BRCC3	9606.ENSP00000343412	9606.ENSP00000358474	0	0	0	0	0.128	0.999	0.900	0.998	0.999
BABAM2	BABAM1	9606.ENSP00000343412	9606.ENSP00000352408	0	0	0	0	0.067	0.999	0.900	0.998	0.999
BIRC5	CDC6	9606.ENSP00000301633	9606.ENSP00000209728	0	0	0	0	0.521	0.071	0	0.447	0.732
BIRC5	AURKA	9606.ENSP00000301633	9606.ENSP00000216911	0	0	0	0	0.824	0.492	0.540	0.865	0.993
BIRC5	OIP5	9606.ENSP00000301633	9606.ENSP00000220514	0	0	0	0	0.787	0	0	0.296	0.844
BIRC5	FBXO5	9606.ENSP00000301633	9606.ENSP00000229758	0	0	0	0	0.374	0	0	0.495	0.670
BIRC5	NCAPH	9606.ENSP00000301633	9606.ENSP00000240423	0	0	0	0	0.620	0.100	0	0.590	0.847
BIRC5	CDC25B	9606.ENSP00000301633	9606.ENSP00000245960	0	0	0	0	0.138	0	0	0.370	0.434
BIRC5	KNSTRN	9606.ENSP00000301633	9606.ENSP00000249776	0	0	0	0	0.459	0	0	0.174	0.534
BIRC5	PIMREG	9606.ENSP00000301633	9606.ENSP00000250056	0	0	0	0	0.547	0	0	0.341	0.689
BIRC5	NCAPG	9606.ENSP00000301633	9606.ENSP00000251496	0	0	0	0	0.685	0.100	0	0.597	0.876
BIRC5	CCNA1	9606.ENSP00000301633	9606.ENSP00000255465	0	0	0	0	0.370	0	0	0.293	0.536
BIRC5	CCNB1	9606.ENSP00000301633	9606.ENSP00000256442	0	0	0	0	0.906	0.098	0.400	0.884	0.993
BIRC5	KIF23	9606.ENSP00000301633	9606.ENSP00000260363	0	0	0	0	0.614	0.300	0	0.611	0.885
BIRC5	KIF11	9606.ENSP00000301633	9606.ENSP00000260731	0	0	0	0	0.885	0.067	0	0.637	0.957
BIRC5	NDC80	9606.ENSP00000301633	9606.ENSP00000261597	0	0	0	0	0.831	0	0	0.344	0.885
BIRC5	SGO1	9606.ENSP00000301633	9606.ENSP00000263753	0	0	0	0	0.693	0.045	0	0.295	0.775
BIRC5	CENPE	9606.ENSP00000301633	9606.ENSP00000265148	0	0	0	0	0.786	0.060	0	0.834	0.963
BIRC5	ANLN	9606.ENSP00000301633	9606.ENSP00000265748	0	0	0	0	0.399	0.292	0	0.527	0.781
BIRC5	CDK2	9606.ENSP00000301633	9606.ENSP00000266970	0	0	0	0	0.464	0.292	0	0.407	0.755
BIRC5	NUF2	9606.ENSP00000301633	9606.ENSP00000271452	0	0	0	0	0.852	0	0	0.668	0.949
BIRC5	CDCA5	9606.ENSP00000301633	9606.ENSP00000275517	0	0	0	0	0.779	0	0	0.750	0.942
BIRC5	SPC25	9606.ENSP00000301633	9606.ENSP00000282074	0	0	0	0	0.827	0	0	0.156	0.847
BIRC5	SKA1	9606.ENSP00000301633	9606.ENSP00000285116	0	0	0	0	0.606	0	0	0.396	0.752
BIRC5	SMC2	9606.ENSP00000301633	9606.ENSP00000286398	0	0	0	0	0.517	0.100	0	0.192	0.619
BIRC5	BUB1B	9606.ENSP00000301633	9606.ENSP00000287598	0	0	0	0	0.847	0.095	0.500	0.834	0.987
BIRC5	CCNB2	9606.ENSP00000301633	9606.ENSP00000288207	0	0	0	0	0.905	0.098	0.400	0.892	0.993
BIRC5	MIS18A	9606.ENSP00000301633	9606.ENSP00000290130	0	0	0	0	0.499	0	0	0	0.499
BIRC5	MAD2L1	9606.ENSP00000301633	9606.ENSP00000296509	0	0	0	0	0.913	0	0.500	0.614	0.981
BIRC5	PLK1	9606.ENSP00000301633	9606.ENSP00000300093	0	0	0	0	0.852	0	0.500	0.756	0.980
BIRC5	TPX2	9606.ENSP00000301633	9606.ENSP00000300403	0	0	0	0	0.852	0.102	0	0.672	0.952
BIRC5	CDT1	9606.ENSP00000301633	9606.ENSP00000301019	0	0	0	0	0.593	0	0	0.484	0.781
BIRC5	CDK3	9606.ENSP00000301633	9606.ENSP00000410561	0	0	0	0	0.401	0	0	0.044	0.402
BIRC5	TPR	9606.ENSP00000301633	9606.ENSP00000356448	0	0	0	0	0.055	0.067	0.400	0	0.425
BIRC5	LATS1	9606.ENSP00000301633	9606.ENSP00000437550	0	0	0	0	0.060	0	0	0.414	0.425
BIRC5	RAN	9606.ENSP00000301633	9606.ENSP00000446215	0	0	0	0	0.197	0.292	0	0.077	0.430
BIRC5	TIMELESS	9606.ENSP00000301633	9606.ENSP00000450607	0	0	0	0	0.347	0	0	0.166	0.432
BIRC5	RAE1	9606.ENSP00000301633	9606.ENSP00000379181	0	0	0	0	0.102	0	0.400	0	0.438
BIRC5	PSRC1	9606.ENSP00000301633	9606.ENSP00000358925	0	0	0	0	0.313	0	0	0.226	0.445
BIRC5	UBE2I	9606.ENSP00000301633	9606.ENSP00000348056	0	0	0	0	0.066	0.091	0.400	0.087	0.473
BIRC5	ZWILCH	9606.ENSP00000301633	9606.ENSP00000311429	0	0	0	0	0.394	0	0	0.166	0.474
BIRC5	FZR1	9606.ENSP00000301633	9606.ENSP00000378529	0	0	0	0	0.401	0.045	0	0.153	0.474
BIRC5	KNL1	9606.ENSP00000301633	9606.ENSP00000335463	0	0	0	0	0.439	0.058	0	0.154	0.514
BIRC5	ERCC6L	9606.ENSP00000301633	9606.ENSP00000334675	0	0	0	0	0.324	0.057	0	0.307	0.519
BIRC5	SEH1L	9606.ENSP00000301633	9606.ENSP00000382779	0	0	0	0	0.078	0	0.500	0.043	0.520
BIRC5	NUDC	9606.ENSP00000301633	9606.ENSP00000319664	0	0	0	0	0.081	0	0.500	0	0.521
BIRC5	KIF20B	9606.ENSP00000301633	9606.ENSP00000360793	0	0	0	0	0.371	0.053	0	0.276	0.531
BIRC5	FBXL7	9606.ENSP00000301633	9606.ENSP00000423630	0	0	0	0	0	0.516	0	0.076	0.534
BIRC5	NUP43	9606.ENSP00000301633	9606.ENSP00000342262	0	0	0	0	0.138	0	0.500	0	0.550
BIRC5	KNTC1	9606.ENSP00000301633	9606.ENSP00000328236	0	0	0	0	0.457	0	0	0.235	0.567
BIRC5	FAM83D	9606.ENSP00000301633	9606.ENSP00000481465	0	0	0	0	0.449	0	0	0.251	0.570
BIRC5	DSN1	9606.ENSP00000301633	9606.ENSP00000389810	0	0	0	0	0.221	0.071	0	0.455	0.571
BIRC5	HELLS	9606.ENSP00000301633	9606.ENSP00000377601	0	0	0	0	0.403	0.064	0	0.310	0.581
BIRC5	NCAPD2	9606.ENSP00000301633	9606.ENSP00000325017	0	0	0	0	0.434	0.100	0	0.242	0.581
BIRC5	CDC25A	9606.ENSP00000301633	9606.ENSP00000303706	0	0	0	0	0.378	0	0	0.372	0.593
BIRC5	SKA3	9606.ENSP00000301633	9606.ENSP00000319417	0	0	0	0	0.464	0	0	0.273	0.594
BIRC5	CCNF	9606.ENSP00000301633	9606.ENSP00000380256	0	0	0	0	0.402	0	0	0.364	0.604
BIRC5	NUP37	9606.ENSP00000301633	9606.ENSP00000448054	0	0	0	0	0.227	0.048	0.500	0.069	0.612
BIRC5	NCAPG2	9606.ENSP00000301633	9606.ENSP00000387007	0	0	0	0	0.581	0	0	0.138	0.623
BIRC5	CDCA2	9606.ENSP00000301633	9606.ENSP00000328228	0	0	0	0	0.518	0	0	0.321	0.658
BIRC5	BUB3	9606.ENSP00000301633	9606.ENSP00000357858	0	0	0	0	0.159	0.071	0.500	0.231	0.659
BIRC5	TACC3	9606.ENSP00000301633	9606.ENSP00000326550	0	0	0	0	0.620	0.049	0	0.302	0.725
BIRC5	SMC4	9606.ENSP00000301633	9606.ENSP00000341382	0	0	0	0	0.377	0.100	0	0.561	0.732
BIRC5	CENPW	9606.ENSP00000301633	9606.ENSP00000357308	0	0	0	0	0.703	0	0	0.239	0.765
BIRC5	KIFC1	9606.ENSP00000301633	9606.ENSP00000393963	0	0	0	0	0.666	0.067	0	0.348	0.779
BIRC5	CDC25C	9606.ENSP00000301633	9606.ENSP00000321656	0	0	0	0	0.511	0	0	0.582	0.787
BIRC5	KIF18B	9606.ENSP00000301633	9606.ENSP00000465992	0	0	0	0	0.631	0.060	0	0.523	0.820
BIRC5	ASPM	9606.ENSP00000301633	9606.ENSP00000356379	0	0	0	0	0.748	0	0	0.540	0.879
BIRC5	CEP55	9606.ENSP00000301633	9606.ENSP00000360540	0	0	0	0	0.806	0	0	0.570	0.913
BIRC5	SPAG5	9606.ENSP00000301633	9606.ENSP00000323300	0	0	0	0	0.863	0.071	0	0.400	0.917
BIRC5	ZWINT	9606.ENSP00000301633	9606.ENSP00000363055	0	0	0	0	0.770	0	0	0.657	0.917
BIRC5	SPC24	9606.ENSP00000301633	9606.ENSP00000465075	0	0	0	0	0.888	0	0	0.348	0.924
BIRC5	PTTG1	9606.ENSP00000301633	9606.ENSP00000377536	0	0	0	0	0.849	0	0	0.532	0.926
BIRC5	NEK2	9606.ENSP00000301633	9606.ENSP00000355966	0	0	0	0	0.817	0.098	0	0.665	0.940
BIRC5	NUSAP1	9606.ENSP00000301633	9606.ENSP00000499238	0	0	0	0	0.837	0	0	0.724	0.953
BIRC5	CENPA	9606.ENSP00000301633	9606.ENSP00000336868	0	0	0	0	0.839	0.131	0	0.702	0.955
BIRC5	CCNA2	9606.ENSP00000301633	9606.ENSP00000481380	0	0	0	0	0.857	0	0	0.707	0.956
BIRC5	CENPF	9606.ENSP00000301633	9606.ENSP00000355922	0	0	0	0	0.779	0	0	0.826	0.960
BIRC5	CDCA3	9606.ENSP00000301633	9606.ENSP00000442068	0	0	0	0	0.929	0	0	0.465	0.960
BIRC5	KIF2C	9606.ENSP00000301633	9606.ENSP00000361298	0	0	0	0	0.862	0	0	0.809	0.972
BIRC5	AURKC	9606.ENSP00000301633	9606.ENSP00000302898	0	0	0	0	0.516	0.543	0.540	0.757	0.972
BIRC5	BUB1	9606.ENSP00000301633	9606.ENSP00000302530	0	0	0	0	0.844	0.095	0	0.865	0.979
BIRC5	UBE2C	9606.ENSP00000301633	9606.ENSP00000348838	0	0	0	0	0.956	0.091	0	0.819	0.992
BIRC5	CDC20	9606.ENSP00000301633	9606.ENSP00000361540	0	0	0	0	0.954	0.045	0.500	0.811	0.995
BIRC5	CDK1	9606.ENSP00000301633	9606.ENSP00000378699	0	0	0	0	0.926	0.510	0.400	0.890	0.997
BIRC5	AURKB	9606.ENSP00000301633	9606.ENSP00000313950	0	0	0	0	0.764	0.944	0.800	0.996	0.999
BIRC5	INCENP	9606.ENSP00000301633	9606.ENSP00000378295	0	0	0	0	0.573	0.928	0.800	0.994	0.999
BIRC5	CDCA8	9606.ENSP00000301633	9606.ENSP00000362146	0	0	0	0	0.961	0.943	0.800	0.996	0.999
BIRC6	AURKA	9606.ENSP00000393596	9606.ENSP00000216911	0	0	0	0	0.190	0.423	0	0.271	0.630
BIRC6	OIP5	9606.ENSP00000393596	9606.ENSP00000220514	0	0	0	0	0	0	0	0.431	0.431
BIRC6	KIF23	9606.ENSP00000393596	9606.ENSP00000260363	0	0	0	0	0.113	0.300	0	0.718	0.810
BIRC6	CUL3	9606.ENSP00000393596	9606.ENSP00000264414	0	0	0	0	0.143	0.233	0	0.287	0.491
BIRC6	PLK1	9606.ENSP00000393596	9606.ENSP00000300093	0	0	0	0	0.123	0.431	0	0.124	0.525
BIRC6	AURKC	9606.ENSP00000393596	9606.ENSP00000302898	0	0	0	0	0.190	0.405	0	0.227	0.594
BIRC6	PDS5A	9606.ENSP00000393596	9606.ENSP00000303427	0	0	0	0	0.426	0.067	0	0.091	0.471
BIRC6	AURKB	9606.ENSP00000393596	9606.ENSP00000313950	0	0	0	0	0.201	0.498	0	0.282	0.687
BIRC6	USP9X	9606.ENSP00000393596	9606.ENSP00000316357	0	0	0	0	0.417	0.071	0	0.094	0.467
BIRC6	ANAPC11	9606.ENSP00000393596	9606.ENSP00000349957	0	0	0	0	0.067	0.474	0	0.090	0.514
BIRC6	DCTN1	9606.ENSP00000393596	9606.ENSP00000354791	0	0	0	0	0.062	0	0.500	0.248	0.616
BIRC6	TPR	9606.ENSP00000393596	9606.ENSP00000356448	0	0	0	0	0.109	0.073	0.500	0.070	0.565
BIRC6	INCENP	9606.ENSP00000393596	9606.ENSP00000378295	0	0	0	0	0.158	0.322	0	0.153	0.475
BIRC6	CCNA2	9606.ENSP00000393596	9606.ENSP00000481380	0	0	0	0	0.086	0.321	0	0.140	0.420
BIRC6	CLTC	9606.ENSP00000393596	9606.ENSP00000479606	0	0	0	0	0.155	0	0.400	0.123	0.516
BOD1	CCNB1	9606.ENSP00000309644	9606.ENSP00000256442	0	0	0	0	0.074	0	0.720	0.097	0.745
BOD1	NDC80	9606.ENSP00000309644	9606.ENSP00000261597	0	0	0	0	0.064	0	0.720	0.219	0.777
BOD1	SPDL1	9606.ENSP00000309644	9606.ENSP00000265295	0	0	0	0	0.081	0	0.900	0.176	0.917
BOD1	SKA1	9606.ENSP00000309644	9606.ENSP00000285116	0	0	0	0	0.049	0	0.900	0.343	0.932
BOD1	BUB1B	9606.ENSP00000309644	9606.ENSP00000287598	0	0	0	0	0.063	0	0.900	0.257	0.924
BOD1	PLK1	9606.ENSP00000309644	9606.ENSP00000300093	0	0	0	0	0.044	0	0.720	0.261	0.784
BOD1	ARPP19	9606.ENSP00000309644	9606.ENSP00000454341	0	0	0	0	0.055	0	0	0.452	0.460
BOD1	ENSA	9606.ENSP00000309644	9606.ENSP00000341743	0	0	0	0	0	0	0	0.513	0.513
BOD1	BOD1L2	9606.ENSP00000309644	9606.ENSP00000467843	0	0	0.051	0.979	0	0.687	0.540	0.052	0.853
BOD1	CENPF	9606.ENSP00000309644	9606.ENSP00000355922	0	0	0	0	0.070	0	0.900	0.160	0.915
BOD1	SKA2	9606.ENSP00000309644	9606.ENSP00000333433	0	0	0	0	0.064	0	0.900	0.291	0.927
BOD1	SKA3	9606.ENSP00000309644	9606.ENSP00000319417	0	0	0	0	0.095	0	0.900	0.320	0.933
BOD1L2	CCNB1	9606.ENSP00000467843	9606.ENSP00000256442	0	0	0	0	0	0	0.540	0	0.540
BOD1L2	NDC80	9606.ENSP00000467843	9606.ENSP00000261597	0	0	0	0	0	0	0.540	0.074	0.555
BOD1L2	SPDL1	9606.ENSP00000467843	9606.ENSP00000265295	0	0	0	0	0	0	0.540	0	0.540
BOD1L2	SKA1	9606.ENSP00000467843	9606.ENSP00000285116	0	0	0	0	0	0	0.540	0.051	0.544
BOD1L2	BUB1B	9606.ENSP00000467843	9606.ENSP00000287598	0	0	0	0	0	0	0.540	0.052	0.545
BOD1L2	PLK1	9606.ENSP00000467843	9606.ENSP00000300093	0	0	0	0	0	0	0.540	0	0.540
BOD1L2	BOD1	9606.ENSP00000467843	9606.ENSP00000309644	0	0	0.051	0.979	0	0.687	0.540	0.052	0.853
BOD1L2	SKA3	9606.ENSP00000467843	9606.ENSP00000319417	0	0	0	0	0.070	0	0.540	0	0.553
BOD1L2	SKA2	9606.ENSP00000467843	9606.ENSP00000333433	0	0	0	0	0	0	0.540	0.065	0.551
BOD1L2	CENPF	9606.ENSP00000467843	9606.ENSP00000355922	0	0	0	0	0	0	0.540	0.048	0.543
BORA	HAUS4	9606.ENSP00000479266	9606.ENSP00000206474	0	0	0	0	0.126	0	0.500	0.106	0.575
BORA	AURKA	9606.ENSP00000479266	9606.ENSP00000216911	0	0	0	0	0.427	0.328	0.500	0.890	0.976
BORA	FBXO5	9606.ENSP00000479266	9606.ENSP00000229758	0	0	0	0	0.362	0	0	0.222	0.482
BORA	HAUS3	9606.ENSP00000479266	9606.ENSP00000243706	0	0	0	0	0.204	0	0.500	0	0.585
BORA	NCAPG	9606.ENSP00000479266	9606.ENSP00000251496	0	0	0	0	0.463	0	0	0.083	0.487
BORA	HAUS8	9606.ENSP00000479266	9606.ENSP00000253669	0	0	0	0	0.085	0	0.500	0	0.522
BORA	CCNB1	9606.ENSP00000479266	9606.ENSP00000256442	0	0	0	0	0.375	0	0.400	0.519	0.803
BORA	DCTN3	9606.ENSP00000479266	9606.ENSP00000259632	0	0	0	0	0	0	0.500	0	0.499
BORA	KIF23	9606.ENSP00000479266	9606.ENSP00000260363	0	0	0	0	0.444	0	0	0.212	0.543
BORA	HAUS2	9606.ENSP00000479266	9606.ENSP00000260372	0	0	0	0	0.083	0	0.500	0	0.521
BORA	KIF11	9606.ENSP00000479266	9606.ENSP00000260731	0	0	0	0	0.468	0	0	0.175	0.543
BORA	NDC80	9606.ENSP00000479266	9606.ENSP00000261597	0	0	0	0	0.475	0	0	0.152	0.536
BORA	CLASP1	9606.ENSP00000479266	9606.ENSP00000263710	0	0	0	0	0	0	0.500	0.125	0.543
BORA	SGO1	9606.ENSP00000479266	9606.ENSP00000263753	0	0	0	0	0.312	0	0	0.252	0.464
BORA	CENPE	9606.ENSP00000479266	9606.ENSP00000265148	0	0	0	0	0.385	0	0	0.217	0.498
BORA	NUF2	9606.ENSP00000479266	9606.ENSP00000271452	0	0	0	0	0.394	0	0	0.101	0.432
BORA	CEP164	9606.ENSP00000479266	9606.ENSP00000278935	0	0	0	0	0	0	0.500	0.064	0.511
BORA	HAUS1	9606.ENSP00000479266	9606.ENSP00000282058	0	0	0	0	0.139	0	0.500	0.321	0.682
BORA	SPC25	9606.ENSP00000479266	9606.ENSP00000282074	0	0	0	0	0.364	0	0	0.216	0.480
BORA	BUB1B	9606.ENSP00000479266	9606.ENSP00000287598	0	0	0	0	0.447	0	0	0.271	0.580
BORA	CCNB2	9606.ENSP00000479266	9606.ENSP00000288207	0	0	0	0	0.310	0	0.400	0.176	0.629
BORA	MAD2L1	9606.ENSP00000479266	9606.ENSP00000296509	0	0	0	0	0.415	0	0	0.179	0.499
BORA	PLK1	9606.ENSP00000479266	9606.ENSP00000300093	0	0	0	0	0.322	0.837	0.900	0.808	0.997
BORA	TPX2	9606.ENSP00000479266	9606.ENSP00000300403	0	0	0	0	0.313	0	0	0.624	0.730
BORA	CDT1	9606.ENSP00000479266	9606.ENSP00000301019	0	0	0	0	0.338	0	0	0.151	0.414
BORA	BUB1	9606.ENSP00000479266	9606.ENSP00000302530	0	0	0	0	0.457	0	0	0.245	0.573
BORA	AURKC	9606.ENSP00000479266	9606.ENSP00000302898	0	0	0	0	0.245	0.091	0	0.308	0.484
BORA	ZWILCH	9606.ENSP00000479266	9606.ENSP00000311429	0	0	0	0	0.460	0	0	0.231	0.567
BORA	AURKB	9606.ENSP00000479266	9606.ENSP00000313950	0	0	0	0	0.321	0.091	0	0.541	0.692
BORA	SKA3	9606.ENSP00000479266	9606.ENSP00000319417	0	0	0	0	0.411	0	0	0	0.411
BORA	CDC25C	9606.ENSP00000479266	9606.ENSP00000321656	0	0	0	0	0.241	0	0	0.288	0.437
BORA	SPAG5	9606.ENSP00000479266	9606.ENSP00000323300	0	0	0	0	0.254	0	0	0.240	0.409
BORA	TACC3	9606.ENSP00000479266	9606.ENSP00000326550	0	0	0	0	0.349	0	0	0.271	0.505
BORA	KNTC1	9606.ENSP00000479266	9606.ENSP00000328236	0	0	0	0	0.339	0	0	0.182	0.436
BORA	CEP63	9606.ENSP00000479266	9606.ENSP00000336524	0	0	0	0	0.044	0	0.500	0	0.501
BORA	CENPA	9606.ENSP00000479266	9606.ENSP00000336868	0	0	0	0	0.277	0	0	0.479	0.607
BORA	DYNC1H1	9606.ENSP00000479266	9606.ENSP00000348965	0	0	0	0	0	0	0.500	0	0.499
BORA	DCTN1	9606.ENSP00000479266	9606.ENSP00000354791	0	0	0	0	0	0	0.500	0.065	0.512
BORA	NEK2	9606.ENSP00000479266	9606.ENSP00000355966	0	0	0	0	0.370	0	0.500	0.178	0.718
BORA	ASPM	9606.ENSP00000479266	9606.ENSP00000356379	0	0	0	0	0.415	0	0	0.069	0.432
BORA	HAUS7	9606.ENSP00000479266	9606.ENSP00000359230	0	0	0	0	0.067	0	0.500	0	0.513
BORA	CETN2	9606.ENSP00000479266	9606.ENSP00000359300	0	0	0	0	0	0	0.500	0	0.499
BORA	CEP55	9606.ENSP00000479266	9606.ENSP00000360540	0	0	0	0	0.341	0	0	0.286	0.509
BORA	KIF2C	9606.ENSP00000479266	9606.ENSP00000361298	0	0	0	0	0.368	0	0	0.268	0.517
BORA	CDC20	9606.ENSP00000479266	9606.ENSP00000361540	0	0	0	0	0.293	0	0	0.213	0.420
BORA	CDCA8	9606.ENSP00000479266	9606.ENSP00000362146	0	0	0	0	0.494	0	0	0.278	0.619
BORA	MAPRE1	9606.ENSP00000479266	9606.ENSP00000364721	0	0	0	0	0.070	0	0.500	0.068	0.529
BORA	MASTL	9606.ENSP00000479266	9606.ENSP00000365107	0	0	0	0	0.234	0	0	0.282	0.427
BORA	NEDD9	9606.ENSP00000479266	9606.ENSP00000368759	0	0	0	0	0.044	0	0	0.705	0.706
BORA	HAUS6	9606.ENSP00000479266	9606.ENSP00000369871	0	0	0	0	0.294	0	0.500	0.297	0.730
BORA	INCENP	9606.ENSP00000479266	9606.ENSP00000378295	0	0	0	0	0.624	0	0	0.263	0.711
BORA	CDK1	9606.ENSP00000479266	9606.ENSP00000378699	0	0	0	0	0.373	0	0.500	0.740	0.911
BORA	NDE1	9606.ENSP00000479266	9606.ENSP00000379643	0	0	0	0	0.047	0	0.500	0.118	0.543
BORA	PAFAH1B1	9606.ENSP00000479266	9606.ENSP00000380378	0	0	0	0	0	0	0.500	0	0.499
BORA	CKAP5	9606.ENSP00000479266	9606.ENSP00000432768	0	0	0	0	0.098	0	0.500	0.161	0.588
BORA	HAUS5	9606.ENSP00000479266	9606.ENSP00000439056	0	0	0	0	0.146	0	0.500	0	0.554
BORA	NEDD1	9606.ENSP00000479266	9606.ENSP00000451211	0	0	0	0	0.097	0	0.500	0.160	0.587
BORA	CCNA2	9606.ENSP00000479266	9606.ENSP00000481380	0	0	0	0	0.405	0	0	0.203	0.505
BRCC3	CCNA1	9606.ENSP00000358474	9606.ENSP00000255465	0	0	0	0	0	0.046	0.500	0.107	0.536
BRCC3	USP37	9606.ENSP00000358474	9606.ENSP00000258399	0	0	0	0	0.053	0.066	0	0.444	0.466
BRCC3	USP44	9606.ENSP00000358474	9606.ENSP00000258499	0	0	0	0	0	0	0	0.503	0.503
BRCC3	ANAPC5	9606.ENSP00000358474	9606.ENSP00000261819	0	0	0	0	0.055	0	0.900	0.070	0.904
BRCC3	CDK2	9606.ENSP00000358474	9606.ENSP00000266970	0	0	0	0	0.070	0.094	0.500	0.113	0.576
BRCC3	BUB1B	9606.ENSP00000358474	9606.ENSP00000287598	0	0	0	0	0.044	0	0.720	0	0.720
BRCC3	ABRAXAS2	9606.ENSP00000358474	9606.ENSP00000298492	0	0	0	0	0.101	0.991	0.900	0.992	0.999
BRCC3	MAPRE2	9606.ENSP00000358474	9606.ENSP00000300249	0	0	0	0	0.058	0	0	0.432	0.443
BRCC3	ANAPC2	9606.ENSP00000358474	9606.ENSP00000314004	0	0	0	0	0.047	0	0.900	0.060	0.902
BRCC3	ANAPC1	9606.ENSP00000358474	9606.ENSP00000339109	0	0	0	0	0.054	0	0.900	0.069	0.904
BRCC3	BABAM2	9606.ENSP00000358474	9606.ENSP00000343412	0	0	0	0	0.128	0.999	0.900	0.998	0.999
BRCC3	UBE2I	9606.ENSP00000358474	9606.ENSP00000348056	0.044	0	0	0	0.062	0.071	0.500	0.186	0.599
BRCC3	CDC16	9606.ENSP00000358474	9606.ENSP00000348554	0	0	0	0	0.063	0.073	0.900	0	0.905
BRCC3	UBE2C	9606.ENSP00000358474	9606.ENSP00000348838	0.044	0	0	0	0.075	0.071	0.900	0.140	0.916
BRCC3	ANAPC11	9606.ENSP00000358474	9606.ENSP00000349957	0	0	0	0	0	0.053	0.900	0.108	0.908
BRCC3	BABAM1	9606.ENSP00000358474	9606.ENSP00000352408	0	0	0	0	0.128	0.998	0.900	0.998	0.999
BRCC3	NUMA1	9606.ENSP00000358474	9606.ENSP00000377298	0	0	0	0	0.055	0.324	0	0.161	0.418
BRCC3	CCNA2	9606.ENSP00000358474	9606.ENSP00000481380	0	0	0	0	0.054	0.046	0.500	0.078	0.528
BRCC3	FZR1	9606.ENSP00000358474	9606.ENSP00000378529	0	0	0	0	0.074	0	0.540	0.059	0.564
BRCC3	CDC20	9606.ENSP00000358474	9606.ENSP00000361540	0	0	0	0	0.074	0	0.540	0.164	0.613
BRCC3	CHEK2	9606.ENSP00000358474	9606.ENSP00000372023	0	0	0	0	0.046	0.065	0.500	0.270	0.631
BRCC3	RNF8	9606.ENSP00000358474	9606.ENSP00000362578	0	0	0	0	0.110	0	0	0.780	0.796
BRCC3	RBBP8	9606.ENSP00000358474	9606.ENSP00000382628	0	0	0	0	0.049	0.093	0.500	0.733	0.869
BRCC3	ANAPC13	9606.ENSP00000358474	9606.ENSP00000421842	0	0	0	0	0.062	0	0.900	0	0.902
BRCC3	ANAPC15	9606.ENSP00000358474	9606.ENSP00000437360	0	0	0	0	0.049	0	0.900	0.070	0.903
BRCC3	ANAPC10	9606.ENSP00000358474	9606.ENSP00000478501	0	0	0	0	0.091	0	0.900	0	0.905
BRCC3	ANAPC16	9606.ENSP00000358474	9606.ENSP00000477760	0	0	0	0	0.096	0	0.900	0	0.905
BRCC3	ANAPC7	9606.ENSP00000358474	9606.ENSP00000394394	0	0	0	0	0.099	0	0.900	0.077	0.909
BRCC3	CDC26	9606.ENSP00000358474	9606.ENSP00000363322	0	0	0	0	0.095	0	0.900	0.083	0.909
BRCC3	ANAPC4	9606.ENSP00000358474	9606.ENSP00000426654	0	0	0	0	0.145	0	0.900	0	0.910
BRCC3	CDC23	9606.ENSP00000358474	9606.ENSP00000378350	0.046	0	0	0	0.103	0.094	0.900	0.054	0.913
BRSK2	CDC25B	9606.ENSP00000371614	9606.ENSP00000245960	0	0	0	0	0.044	0.619	0	0.533	0.815
BRSK2	ANAPC5	9606.ENSP00000371614	9606.ENSP00000261819	0	0	0	0	0	0.408	0	0	0.408
BRSK2	CDC25A	9606.ENSP00000371614	9606.ENSP00000303706	0	0	0	0	0.043	0.485	0	0.187	0.564
BRSK2	CDC25C	9606.ENSP00000371614	9606.ENSP00000321656	0	0	0	0	0	0.619	0	0.439	0.777
BRSK2	ANAPC10	9606.ENSP00000371614	9606.ENSP00000478501	0	0	0	0	0	0.500	0	0.052	0.505
BRSK2	CDC23	9606.ENSP00000371614	9606.ENSP00000378350	0	0	0	0	0	0.505	0	0	0.505
BRSK2	FZR1	9606.ENSP00000371614	9606.ENSP00000378529	0	0	0	0	0.085	0.492	0	0.080	0.535
BRSK2	WEE1	9606.ENSP00000371614	9606.ENSP00000402084	0	0	0	0.553	0.098	0.583	0	0.370	0.743
BUB1	ZW10	9606.ENSP00000302530	9606.ENSP00000200135	0	0	0	0	0.113	0.234	0	0.842	0.883
